Time(s),PPG(mV)
41.2541,1446
41.2778,1470
41.2778,1490
41.2788,1535
41.2798,1577
41.2899,1627
41.2991,1678
41.3111,1723
41.3121,1780
41.3203,1830
41.3329,1869
41.3380,1912
41.3380,1941
41.3504,1977
41.3766,1995
41.4011,2000
41.4021,2010
41.4031,2003
41.4210,1997
41.4230,1979
41.4230,1952
41.4240,1931
41.4250,1895
41.4260,1860
41.4371,1826
41.4381,1793
41.4516,1765
41.4526,1728
41.4702,1696
41.4702,1678
41.4713,1654
41.4993,1643
41.5003,1628
41.5073,1620
41.5084,1622
41.5217,1611
41.5267,1611
41.5353,1611
41.5353,1613
41.5573,1626
41.5583,1624
41.5640,1631
41.5777,1646
41.5866,1649
41.5866,1660
41.6114,1659
41.6124,1663
41.6124,1673
41.6234,1668
41.6244,1675
41.6390,1677
41.6480,1687
41.6491,1698
41.6590,1694
41.6674,1702
41.6814,1709
41.6814,1712
41.6824,1719
41.7005,1716
41.7065,1728
41.7324,1748
41.7339,1774
41.7339,1824
41.7430,1889
41.7553,1986
41.7693,2106
41.7693,2230
41.7703,2381
41.7874,2528
41.8015,2679
41.8025,2816
41.8025,2929
41.8035,3033
41.8170,3103
41.8447,3135
41.8615,3135
41.8622,3092
41.8633,3030
41.8654,2937
41.8659,2814
41.8924,2685
41.8933,2538
41.8933,2392
41.8953,2245
41.8953,2098
41.9117,1973
41.9176,1847
41.9313,1737
41.9323,1645
41.9323,1567
41.9637,1510
41.9647,1455
41.9773,1415
41.9793,1397
41.9833,1380
41.9843,1383
42.0078,1388
42.0168,1407
42.0168,1450
42.0228,1488
42.0362,1541
42.0453,1597
42.0453,1653
42.0601,1716
42.0878,1764
42.0888,1817
42.0898,1868
42.0908,1907
42.0908,1945
42.0975,1968
42.1115,1990
42.1128,2007
42.1265,2006
42.1265,2004
42.1351,1991
42.1491,1977
42.1491,1962
42.1742,1928
42.1751,1903
42.1771,1871
42.2049,1836
42.2049,1808
42.2059,1767
42.2079,1740
42.2179,1715
42.2179,1690
42.2257,1671
42.2353,1651
42.2493,1641
42.2503,1632
42.2503,1614
42.2664,1610
42.2774,1603
42.2916,1598
42.2926,1600
42.3233,1593
42.3243,1603
42.3252,1610
42.3272,1618
42.3364,1634
42.3364,1640
42.3500,1659
42.3590,1668
42.3590,1674
42.3732,1690
42.3742,1697
42.3852,1708
42.3985,1713
42.3995,1715
42.4075,1729
42.4397,1731
42.4417,1734
42.4417,1741
42.4490,1751
42.4575,1782
42.4585,1817
42.4751,1875
42.4926,1964
42.4936,2065
42.4936,2194
42.5063,2328
42.5328,2470
42.5343,2620
42.5353,2746
42.5363,2867
42.5363,2963
42.5373,3033
42.5613,3080
42.5623,3078
42.5623,3048
42.5753,2987
42.5902,2893
42.5902,2782
42.5912,2644
42.6053,2503
42.6153,2365
42.6153,2213
42.6286,2077
42.6427,1942
42.6438,1824
42.6438,1722
42.6722,1624
42.6732,1548
42.7013,1487
42.7023,1439
42.7023,1412
42.7216,1384
42.7226,1379
42.7236,1387
42.7246,1396
42.7256,1423
42.7361,1453
42.7461,1499
42.7553,1553
42.7683,1598
42.7694,1660
42.7990,1711
42.7990,1765
42.8105,1817
42.8115,1858
42.8115,1908
42.8125,1948
42.8292,1977
42.8332,2001
42.8347,2009
42.8479,2018
42.8567,2018
42.8647,2003
42.8792,1995
42.8792,1974
42.8872,1950
42.9167,1917
42.9177,1874
42.9224,1843
42.9233,1801
42.9314,1762
42.9314,1730
42.9324,1699
42.9502,1680
42.9562,1655
42.9703,1633
42.9703,1625
42.9713,1614
43.0180,1615
43.0425,1613
43.0435,1616
43.0445,1631
43.0495,1631
43.0505,1638
43.0515,1642
43.0525,1643
43.0535,1653
43.0545,1653
43.0709,1658
43.0779,1666
43.0789,1670
43.0866,1679
43.1003,1678
43.1063,1682
43.1063,1692
43.1396,1685
43.1406,1691
43.1406,1691
43.1427,1704
43.1427,1730
43.1721,1761
43.1734,1828
43.1890,1921
43.1902,2032
43.1902,2170
43.1952,2312
43.2090,2474
43.2150,2636
43.2278,2782
43.2352,2919
43.2367,3024
43.2447,3111
43.2693,3167
43.2693,3177
43.2703,3164
43.2752,3111
43.2883,3031
43.2943,2922
43.3109,2785
43.3123,2648
43.3123,2496
43.3279,2333
43.3279,2178
43.3418,2022
43.3428,1892
43.3587,1773
43.3602,1665
43.3960,1590
43.3970,1525
43.3980,1479
43.3990,1440
43.4000,1407
43.4090,1399
43.4171,1387
43.4291,1392
43.4291,1409
43.4343,1432
43.4480,1470
43.4561,1504
43.4699,1544
43.4708,1598
43.4713,1648
43.5053,1708
43.5064,1762
43.5069,1813
43.5080,1869
43.5230,1906
43.5240,1944
43.5365,1975
43.5365,1997
43.5445,2019
43.5590,2017
43.5649,2016
43.5749,2009
43.5749,1989
43.5891,1969
43.5951,1932
43.6198,1896
43.6215,1865
43.6252,1820
43.6252,1789
43.6364,1755
43.6504,1728
43.6504,1710
43.6556,1677
43.6698,1662
43.6788,1648
43.6788,1632
43.6849,1628
43.6973,1613
43.7113,1614
43.7389,1616
43.7389,1609
43.7406,1612
43.7522,1608
43.7532,1617
43.7680,1629
43.7680,1630
43.7690,1644
43.7749,1650
43.8262,1657
43.8272,1664
43.8282,1663
43.8292,1673
43.8302,1678
43.8312,1677
43.8584,1685
43.8594,1692
43.8594,1723
43.8674,1764
43.8674,1827
43.8774,1929
43.8783,2048
43.8833,2194
43.8964,2350
43.8964,2508
43.9104,2681
43.9164,2834
43.9302,2976
43.9312,3097
43.9322,3184
43.9639,3244
43.9649,3258
43.9888,3236
43.9902,3188
43.9902,3100
43.9912,2989
43.9972,2852
44.0116,2697
44.0116,2544
44.0236,2374
44.0372,2219
44.0459,2068
44.0529,1931
44.0529,1816
44.0620,1704
44.0873,1619
44.0883,1555
44.0893,1500
44.1039,1463
44.1052,1427
44.1061,1407
44.1212,1407
44.1222,1408
44.1267,1427
44.1389,1449
44.1449,1482
44.1459,1521
44.1564,1551
44.1704,1593
44.1797,1640
44.2139,1683
44.2149,1737
44.2159,1778
44.2299,1833
44.2309,1881
44.2329,1918
44.2339,1953
44.2339,1972
44.2477,1989
44.2537,1996
44.2537,1984
44.2643,1978
44.2789,1960
44.2849,1937
44.2947,1913
44.3037,1876
44.3037,1851
44.3345,1817
44.3355,1781
44.3355,1749
44.3525,1713
44.3680,1691
44.3722,1666
44.3732,1640
44.3832,1627
44.3842,1612
44.3980,1607
44.3989,1597
44.3989,1583
44.4079,1586
44.4150,1579
44.4398,1576
44.4408,1579
44.4418,1578
44.4660,1589
44.4680,1593
44.4920,1598
44.4940,1617
44.4940,1629
44.4970,1651
44.4990,1663
44.5077,1674
44.5077,1690
44.5167,1690
44.5301,1697
44.5364,1707
44.5368,1728
44.5640,1777
44.5640,1835
44.5753,1930
44.5801,2054
44.5801,2194
44.5817,2355
44.5953,2516
44.6086,2686
44.6169,2853
44.6219,2992
44.6229,3116
44.6365,3206
44.6500,3265
44.6562,3291
44.6827,3263
44.6978,3210
44.6978,3126
44.6978,3007
44.6987,2877
44.6996,2715
44.7089,2557
44.7221,2401
44.7221,2236
44.7231,2089
44.7341,1948
44.7446,1831
44.7536,1726
44.7546,1624
44.7673,1553
44.7764,1493
44.8084,1449
44.8094,1421
44.8174,1393
44.8174,1391
44.8184,1391
44.8244,1397
44.8389,1417
44.8389,1438
44.8519,1480
44.8539,1525
44.8703,1571
44.8743,1634
44.8753,1688
44.8888,1746
44.8975,1797
44.8975,1838
44.9234,1894
44.9244,1931
44.9314,1963
44.9324,1988
44.9324,2002
44.9485,2015
44.9545,2010
44.9688,1995
44.9698,1981
44.9698,1952
44.9964,1928
44.9974,1892
45.0090,1855
45.0144,1830
45.0154,1793
45.0454,1762
45.0463,1734
45.0463,1707
45.0544,1688
45.0553,1660
45.0922,1643
45.0932,1632
45.0952,1615
45.0952,1605
45.0963,1593
45.1061,1587
45.1061,1591
45.1283,1584
45.1293,1586
45.1353,1584
45.1580,1588
45.1580,1600
45.1590,1599
45.1725,1609
45.1735,1619
45.1861,1628
45.1861,1641
45.2001,1637
45.2061,1645
45.2402,1652
45.2402,1657
45.2417,1667
45.2425,1675
45.2446,1699
45.2741,1738
45.2741,1787
45.2751,1880
45.2801,1992
45.2848,2134
45.2848,2290
45.3064,2450
45.3068,2625
45.3109,2795
45.3248,2943
45.3259,3078
45.3386,3172
45.3466,3245
45.3963,3269
45.3973,3252
45.3983,3209
45.3983,3126
45.4033,3019
45.4053,2889
45.4063,2734
45.4073,2586
45.4190,2422
45.4314,2260
45.4320,2106
45.4372,1956
45.4465,1833
45.4600,1722
45.4659,1627
45.4669,1557
45.4800,1492
45.4810,1450
45.5109,1413
45.5129,1389
45.5129,1386
45.5159,1383
45.5291,1398
45.5376,1418
45.5376,1443
45.5438,1483
45.5576,1523
45.5665,1575
45.5796,1636
45.5816,1690
45.5856,1749
45.6001,1796
45.6061,1847
45.6061,1900
45.6363,1934
45.6363,1972
45.6413,1991
45.6463,2006
45.6463,2014
45.6588,1995
45.6729,1980
45.6739,1961
45.6739,1935
45.6876,1913
45.6940,1873
45.7201,1843
45.7211,1813
45.7465,1773
45.7465,1742
45.7476,1707
45.7657,1682
45.7677,1663
45.7677,1633
45.7687,1616
45.7859,1597
45.7876,1586
45.7876,1577
45.8051,1562
45.8051,1568
45.8175,1570
45.8314,1568
45.8324,1572
45.8334,1575
45.8634,1590
45.8644,1598
45.8694,1601
45.8836,1617
45.8846,1626
45.8846,1640
45.8976,1649
45.8976,1650
45.9057,1665
45.9200,1666
45.9337,1670
45.9347,1675
45.9347,1674
45.9451,1680
45.9588,1680
45.9845,1681
45.9858,1697
45.9868,1715
45.9909,1760
45.9919,1822
46.0062,1912
46.0062,2038
46.0188,2174
46.0326,2331
46.0414,2497
46.0414,2659
46.0514,2821
46.0574,2952
46.0715,3067
46.0795,3154
46.0805,3204
46.1071,3226
46.1081,3201
46.1100,3147
46.1197,3065
46.1287,2948
46.1287,2818
46.1347,2664
46.1481,2508
46.1492,2354
46.1553,2194
46.1683,2049
46.1773,1916
46.1773,1794
46.1863,1690
46.2194,1590
46.2214,1516
46.2276,1459
46.2276,1405
46.2286,1375
46.2346,1352
46.2481,1350
46.2587,1360
46.2587,1369
46.2647,1401
46.2790,1432
46.2850,1476
46.2973,1528
46.3058,1576
46.3068,1642
46.3148,1705
46.3401,1761
46.3401,1820
46.3411,1864
46.3421,1919
46.3745,1959
46.3755,1984
46.3775,2013
46.3775,2024
46.3884,2028
46.3974,2018
46.3974,1989
46.4108,1973
46.4118,1940
46.4289,1907
46.4572,1871
46.4582,1827
46.4582,1793
46.4672,1751
46.4761,1714
46.4771,1690
46.4771,1662
46.4872,1645
46.5201,1624
46.5211,1605
46.5211,1599
46.5221,1582
46.5231,1573
46.5371,1572
46.5388,1575
46.5683,1585
46.5693,1586
46.5703,1589
46.5803,1601
46.5814,1601
46.5814,1607
46.5950,1604
46.6084,1611
46.6144,1625
46.6245,1630
46.6245,1644
46.6381,1654
46.6447,1664
46.6447,1677
46.6581,1674
46.6711,1682
46.6956,1693
46.6977,1707
46.6977,1736
46.6987,1768
46.7106,1836
46.7247,1931
46.7247,2035
46.7337,2168
46.7398,2305
46.7456,2460
46.7601,2616
46.7601,2746
46.7688,2869
46.7825,2966
46.8162,3040
46.8173,3084
46.8173,3082
46.8233,3062
46.8243,3006
46.8262,2918
46.8437,2815
46.8437,2682
46.8499,2553
46.8589,2410
46.8589,2259
46.8695,2125
46.8705,1990
46.8833,1873
46.8978,1762
46.8988,1660
46.9062,1587
46.9312,1519
46.9322,1463
46.9332,1426
46.9357,1394
46.9497,1383
46.9548,1373
46.9685,1375
46.9685,1400
46.9695,1425
46.9865,1468
47.0149,1509
47.0159,1556
47.0169,1615
47.0179,1663
47.0492,1714
47.0501,1766
47.0511,1813
47.0520,1870
47.0530,1907
47.0684,1942
47.0694,1974
47.0937,1988
47.0937,2001
47.0996,1995
47.1137,1987
47.1226,1981
47.1286,1954
47.1286,1933
47.1343,1905
47.1603,1874
47.1617,1849
47.1627,1809
47.1687,1777
47.1790,1750
47.1790,1723
47.1962,1707
47.1962,1680
47.2099,1664
47.2159,1650
47.2169,1629
47.2237,1616
47.2378,1602
47.2438,1600
47.2612,1604
47.2612,1599
47.2622,1604
47.2892,1606
47.2902,1607
47.2922,1609
47.3162,1604
47.3172,1614
47.3172,1621
47.3262,1623
47.3424,1635
47.3440,1634
47.3451,1650
47.3587,1663
47.3597,1675
47.3788,1710
47.3788,1754
47.4026,1825
47.4036,1917
47.4036,2023
47.4046,2163
47.4211,2308
47.4224,2461
47.4325,2621
47.4335,2767
47.4504,2906
47.4544,3009
47.4790,3083
47.4790,3135
47.4800,3140
47.4810,3119
47.4987,3065
47.5275,2978
47.5275,2877
47.5285,2747
47.5295,2609
47.5484,2465
47.5494,2316
47.5504,2182
47.5574,2039
47.5659,1913
47.5842,1804
47.5922,1701
47.5922,1620
47.5987,1541
47.6068,1485
47.6131,1450
47.6400,1418
47.6400,1406
47.6413,1400
47.6744,1407
47.6762,1431
47.6772,1444
47.6782,1475
47.6792,1513
47.6902,1554
47.6902,1609
47.7035,1652
47.7044,1706
47.7185,1764
47.7194,1810
47.7204,1857
47.7525,1896
47.7535,1932
47.7650,1966
47.7650,1975
47.7660,1990
47.8006,1989
47.8016,1980
47.8025,1966
47.8037,1935
47.8037,1914
47.8148,1883
47.8287,1843
47.8287,1808
47.8338,1769
47.8520,1741
47.8765,1712
47.8775,1676
47.8789,1662
47.8789,1642
47.8849,1634
47.9100,1627
47.9100,1612
47.9187,1612
47.9237,1602
47.9294,1594
47.9304,1591
47.9558,1587
47.9568,1595
47.9699,1599
47.9935,1598
47.9945,1608
47.9945,1609
47.9955,1619
47.9975,1626
48.0153,1631
48.0163,1648
48.0163,1649
48.0300,1660
48.0360,1674
48.0360,1698
48.0420,1749
48.0562,1814
48.0645,1905
48.0787,2032
48.0787,2168
48.0846,2330
48.1120,2490
48.1130,2658
48.1146,2827
48.1275,2967
48.1275,3092
48.1362,3181
48.1494,3234
48.1504,3260
48.1560,3233
48.1683,3184
48.1924,3106
48.1934,2995
48.1934,2872
48.1944,2719
48.2074,2567
48.2322,2415
48.2332,2256
48.2342,2112
48.2431,1969
48.2446,1852
48.2562,1751
48.2562,1655
48.2811,1583
48.2820,1524
48.3037,1478
48.3037,1450
48.3057,1423
48.3057,1420
48.3199,1424
48.3509,1433
48.3519,1457
48.3519,1479
48.3529,1521
48.3549,1564
48.3674,1606
48.3674,1663
48.3784,1715
48.3842,1774
48.3987,1829
48.3999,1873
48.4049,1922
48.4189,1955
48.4332,1974
48.4342,1988
48.4362,1982
48.4663,1985
48.4673,1970
48.4712,1948
48.4712,1931
48.4722,1902
48.4805,1876
48.4949,1842
48.5089,1807
48.5089,1782
48.5169,1744
48.5276,1713
48.5513,1682
48.5513,1654
48.5553,1643
48.5813,1622
48.5823,1613
48.5943,1612
48.5953,1608
48.5963,1608
48.5973,1601
48.6152,1600
48.6152,1608
48.6298,1603
48.6298,1606
48.6308,1603
48.6486,1603
48.6486,1612
48.6549,1604
48.6689,1609
48.6749,1615
48.7030,1621
48.7040,1635
48.7050,1638
48.7071,1659
48.7183,1695
48.7199,1743
48.7199,1825
48.7364,1926
48.7500,2057
48.7510,2209
48.7510,2364
48.7657,2539
48.7799,2711
48.7859,2875
48.7859,3028
48.7949,3140
48.8194,3240
48.8204,3302
48.8224,3318
48.8358,3301
48.8358,3237
48.8475,3150
48.8624,3034
48.8624,2885
48.8762,2736
48.8762,2573
48.8842,2415
48.8988,2260
48.8998,2103
48.9329,1971
48.9349,1842
48.9613,1725
48.9613,1625
48.9633,1534
48.9633,1475
48.9649,1422
48.9660,1386
48.9812,1373
48.9812,1371
48.9822,1388
48.9972,1409
49.0087,1436
49.0087,1482
49.0227,1521
49.0237,1567
49.0478,1615
49.0493,1663
49.0869,1723
49.0879,1772
49.0889,1822
49.0949,1878
49.0949,1918
49.0959,1960
49.0969,1981
49.1074,1997
49.1195,2010
49.1260,1999
49.1260,1986
49.1399,1962
49.1444,1935
49.1506,1910
49.1758,1868
49.1768,1832
49.1838,1795
49.1917,1760
49.2045,1732
49.2045,1695
49.2135,1670
49.2222,1651
49.2222,1622
49.2363,1606
49.2444,1583
49.2529,1574
49.2624,1568
49.2624,1555
49.2675,1556
49.2931,1555
49.2941,1558
49.2971,1567
49.3061,1562
49.3061,1576
49.3163,1588
49.3294,1593
49.3304,1604
49.3314,1604
49.3444,1615
49.3573,1621
49.3662,1618
49.3742,1629
49.3752,1631
49.3888,1640
49.4147,1647
49.4157,1654
49.4167,1687
49.4212,1732
49.4269,1796
49.4279,1889
49.4496,2005
49.4510,2156
49.4520,2319
49.4650,2492
49.4736,2678
49.4736,2851
49.4866,3017
49.4936,3153
49.5223,3256
49.5223,3334
49.5232,3357
49.5319,3344
49.5337,3290
49.5449,3196
49.5449,3079
49.5720,2927
49.5740,2758
49.5750,2589
49.5750,2406
49.5886,2241
49.5943,2070
49.6080,1920
49.6130,1793
49.6392,1671
49.6402,1573
49.6412,1489
49.6531,1422
49.6541,1380
49.6770,1337
49.6780,1318
49.6800,1313
49.6800,1315
49.6960,1337
49.6960,1354
49.7100,1390
49.7160,1437
49.7160,1481
49.7250,1535
49.7383,1585
49.7628,1642
49.7649,1700
49.7649,1742
49.7729,1793
49.7748,1834
49.7878,1871
49.7898,1905
49.7898,1914
49.8060,1931
49.8191,1935
49.8211,1929
49.8211,1919
49.8383,1892
49.8443,1871
49.8579,1845
49.8599,1810
49.8860,1784
49.8872,1749
49.8872,1719
49.8961,1688
49.9046,1652
49.9056,1629
49.9176,1602
49.9306,1580
49.9316,1566
49.9467,1543
49.9477,1539
49.9530,1527
49.9674,1517
49.9684,1519
49.9684,1515
50.0036,1524
50.0066,1530
50.0066,1539
50.0077,1560
50.0160,1568
50.0285,1576
50.0418,1585
50.0428,1586
50.0438,1597
50.0573,1595
50.0635,1593
50.0774,1600
50.0774,1599
50.0939,1606
50.1192,1602
50.1211,1607
50.1281,1621
50.1292,1621
50.1292,1628
50.1362,1634
50.1519,1649
50.1529,1680
50.1529,1708
50.1671,1765
50.1840,1839
50.1850,1939
50.1993,2066
50.2003,2207
50.2013,2370
50.2147,2544
50.2157,2704
50.2399,2866
50.2404,2996
50.2422,3109
50.2559,3193
50.2559,3229
50.2679,3238
50.2769,3208
50.2862,3143
50.2862,3047
50.2948,2905
50.3126,2759
50.3136,2599
50.3273,2430
50.3273,2267
50.3760,2102
50.3770,1957
50.4023,1820
50.4037,1691
50.4047,1594
50.4047,1507
50.4057,1438
50.4067,1386
50.4087,1339
50.4097,1321
50.4269,1305
50.4329,1305
50.4339,1317
50.4474,1337
50.4474,1376
50.4748,1414
50.4758,1452
50.4910,1507
50.4910,1558
50.4920,1617
50.4970,1671
50.5060,1722
50.5060,1785
50.5200,1831
50.5262,1876
50.5398,1911
50.5398,1934
50.5408,1954
50.5567,1955
50.5638,1949
50.5947,1944
50.5957,1923
50.5957,1902
50.5967,1865
50.6107,1831
50.6117,1804
50.6237,1766
50.6237,1740
50.6369,1706
50.6450,1674
50.6450,1654
50.6585,1619
50.6645,1594
50.6783,1572
50.6793,1551
50.7048,1545
50.7048,1532
50.7060,1535
50.7236,1539
50.7253,1539
50.7253,1546
50.7398,1548
50.7456,1557
50.7729,1572
50.7739,1573
50.7749,1590
50.7799,1602
50.7809,1617
50.8055,1632
50.8065,1634
50.8586,1645
50.8596,1656
50.8688,1660
50.8688,1669
50.8698,1663
50.8709,1670
50.8719,1670
50.8729,1664
50.8749,1675
50.8749,1689
50.9001,1722
50.9051,1772
50.9051,1831
50.9061,1926
50.9174,2032
50.9463,2156
50.9463,2295
50.9483,2430
50.9493,2576
50.9597,2704
50.9687,2816
50.9697,2916
50.9697,2982
50.9873,3020
50.9923,3018
51.0063,2977
51.0063,2917
51.0125,2815
51.0297,2700
51.0361,2568
51.0361,2427
51.0609,2289
51.0619,2144
51.0742,2003
51.0762,1881
51.0762,1761
51.0892,1665
51.0910,1575
51.1087,1504
51.1148,1454
51.1285,1406
51.1295,1383
51.1345,1367
51.1448,1364
51.1448,1379
51.1587,1387
51.1862,1413
51.1872,1449
51.1882,1486
51.1955,1534
51.1963,1576
51.2045,1630
51.2184,1689
51.2194,1734
51.2194,1785
51.2355,1824
51.2445,1868
51.2581,1904
51.2581,1923
51.2641,1940
51.2783,1948
51.3031,1945
51.3041,1939
51.3121,1910
51.3181,1887
51.3191,1856
51.3361,1820
51.3372,1787
51.3372,1745
51.3513,1717
51.3513,1690
51.3526,1654
51.3683,1638
51.3758,1616
51.3897,1603
51.3907,1593
51.3907,1577
51.4185,1578
51.4195,1570
51.4243,1566
51.4363,1564
51.4363,1561
51.4497,1570
51.4562,1573
51.4922,1576
51.4934,1590
51.4944,1595
51.4946,1607
51.4956,1613
51.5099,1615
51.5109,1629
51.5109,1627
51.5398,1632
51.5410,1634
51.5417,1635
51.5427,1643
51.5543,1642
51.5682,1647
51.5692,1670
51.5702,1701
51.5897,1758
51.5957,1823
51.6098,1910
51.6098,2018
51.6434,2126
51.6434,2252
51.6672,2378
51.6682,2508
51.6692,2638
51.6692,2745
51.6702,2841
51.6884,2918
51.6894,2961
51.6894,2978
51.6944,2952
51.7080,2906
51.7150,2837
51.7309,2735
51.7309,2622
51.7319,2484
51.7457,2346
51.7745,2213
51.7755,2074
51.7755,1953
51.7765,1842
51.7855,1743
51.7855,1663
51.7915,1584
51.8058,1534
51.8148,1489
51.8281,1455
51.8291,1436
51.8341,1417
51.8498,1419
51.8508,1430
51.8647,1441
51.8902,1469
51.8911,1494
51.8921,1529
51.8931,1567
51.8941,1599
51.9072,1652
51.9195,1695
51.9257,1737
51.9347,1781
51.9498,1811
51.9498,1850
51.9508,1872
51.9670,1886
51.9720,1904
51.9720,1907
51.9860,1906
52.0110,1892
52.0120,1868
52.0120,1855
52.0360,1825
52.0360,1799
52.0370,1771
52.0370,1738
52.0460,1716
52.0532,1682
52.0670,1657
52.0730,1641
52.0740,1619
52.0861,1607
52.0996,1588
52.1060,1573
52.1060,1569
52.1393,1556
52.1402,1557
52.1663,1558
52.1673,1563
52.1784,1576
52.1794,1574
52.1804,1586
52.1824,1595
52.1834,1605
52.1961,1618
52.1961,1620
52.2047,1628
52.2182,1641
52.2192,1643
52.2192,1653
52.2464,1656
52.2485,1662
52.2547,1670
52.2547,1666
52.2687,1671
52.2747,1674
52.3010,1678
52.3020,1694
52.3058,1710
52.3148,1754
52.3158,1812
52.3319,1881
52.3342,1973
52.3629,2076
52.3639,2202
52.3649,2341
52.3699,2472
52.3709,2612
52.3709,2730
52.3836,2836
52.4006,2917
52.4006,2964
52.4016,2998
52.4176,2991
52.4259,2950
52.4349,2888
52.4471,2793
52.4481,2692
52.4556,2569
52.4847,2435
52.4847,2307
52.4857,2174
52.4897,2051
52.4984,1930
52.5068,1818
52.5078,1736
52.5158,1655
52.5253,1593
52.5394,1539
52.5404,1497
52.5414,1478
52.5546,1460
52.5670,1452
52.5730,1460
52.5740,1469
52.6061,1493
52.6071,1515
52.6081,1545
52.6134,1589
52.6273,1621
52.6273,1665
52.6333,1704
52.6455,1742
52.6465,1787
52.6600,1814
52.6660,1844
52.6792,1870
52.6802,1885
52.7103,1898
52.7113,1895
52.7233,1892
52.7243,1891
52.7317,1873
52.7327,1862
52.7337,1837
52.7447,1819
52.7720,1803
52.7730,1774
52.7730,1756
52.7739,1734
52.7872,1714
52.7922,1695
52.7922,1664
52.8204,1648
52.8221,1635
52.8462,1619
52.8462,1614
52.8472,1600
52.8482,1602
52.8763,1598
52.8763,1585
52.8783,1586
52.8783,1582
52.8843,1586
52.9198,1590
52.9198,1584
52.9208,1592
52.9221,1597
52.9234,1603
52.9234,1617
52.9547,1623
52.9547,1645
52.9619,1656
52.9629,1664
52.9810,1679
52.9810,1685
52.9820,1696
52.9959,1696
53.0041,1692
53.0052,1699
53.0170,1699
53.0309,1709
53.0319,1733
53.0329,1768
53.0457,1832
53.0746,1899
53.0756,1987
53.0766,2095
53.0776,2208
53.0859,2338
53.0979,2460
53.1070,2580
53.1070,2697
53.1159,2782
53.1240,2853
53.1416,2895
53.1486,2908
53.1486,2899
53.1572,2850
53.1655,2786
53.1934,2700
53.1934,2596
53.2033,2488
53.2033,2363
53.2046,2239
53.2198,2122
53.2209,1998
53.2209,1889
53.2339,1783
53.2479,1697
53.2489,1631
53.2499,1564
53.2652,1524
53.2811,1493
53.2861,1476
53.2861,1469
53.3150,1454
53.3180,1460
53.3190,1474
53.3284,1491
53.3290,1521
53.3348,1548
53.3482,1590
53.3547,1634
53.3678,1667
53.3698,1714
53.3698,1748
53.3855,1789
53.4236,1818
53.4246,1834
53.4486,1860
53.4496,1875
53.4506,1880
53.4506,1884
53.4516,1875
53.4526,1875
53.4582,1862
53.4722,1841
53.4722,1831
53.4858,1809
53.4858,1791
53.4939,1766
53.5077,1741
53.5087,1730
53.5147,1711
53.5460,1693
53.5470,1677
53.5470,1657
53.5510,1649
53.5520,1632
53.5690,1621
53.5710,1620
53.5710,1616
53.5840,1623
53.5982,1621
53.6070,1621
53.6160,1631
53.6170,1627
53.6435,1632
53.6445,1631
53.6704,1635
53.6714,1647
53.6714,1644
53.6734,1643
53.6745,1644
53.6904,1643
53.6914,1651
53.6921,1647
53.7152,1652
53.7166,1662
53.7176,1666
53.7230,1680
53.7330,1685
53.7466,1696
53.7535,1707
53.7535,1704
53.7807,1712
53.7817,1726
53.7867,1754
53.7957,1802
53.7957,1853
53.8059,1932
53.8278,2019
53.8335,2108
53.8335,2209
53.8416,2302
53.8486,2408
53.8619,2506
53.8629,2585
53.8761,2658
53.8761,2704
53.9003,2734
53.9023,2735
53.9033,2703
53.9043,2660
53.9183,2591
53.9243,2503
53.9353,2410
53.9363,2299
53.9499,2200
53.9559,2091
53.9683,1984
53.9683,1891
53.9831,1799
53.9841,1729
54.0096,1665
54.0106,1608
54.0106,1575
54.0257,1537
54.0597,1518
54.0607,1509
54.0607,1504
54.0741,1515
54.0751,1516
54.0771,1528
54.0782,1549
54.0782,1570
54.0903,1603
54.0993,1631
54.1060,1663
54.1060,1710
54.1310,1740
54.1320,1776
54.1466,1805
54.1486,1831
54.1496,1861
54.1577,1874
54.1714,1890
54.1995,1902
54.2045,1906
54.2105,1908
54.2115,1896
54.2115,1885
54.2245,1878
54.2258,1856
54.2596,1841
54.2596,1811
54.2606,1792
54.2616,1773
54.2616,1742
54.2626,1721
54.2766,1704
54.2859,1691
54.3000,1687
54.3010,1670
54.3020,1667
54.3146,1662
54.3266,1651
54.3276,1649
54.3359,1638
54.3496,1643
54.3813,1649
54.3813,1647
54.3843,1654
54.3843,1654
54.3853,1660
54.3996,1663
54.4006,1658
54.4056,1667
54.4196,1670
54.4256,1672
54.4266,1678
54.4509,1678
54.4512,1693
54.4558,1701
54.4808,1709
54.4819,1730
54.4970,1747
54.4970,1778
54.4980,1817
54.5121,1868
54.5131,1944
54.5131,2014
54.5259,2097
54.5389,2183
54.5399,2269
54.5409,2362
54.5550,2434
54.5644,2500
54.5796,2558
54.5796,2588
54.6056,2609
54.6065,2600
54.6135,2574
54.6135,2537
54.6268,2469
54.6278,2395
54.6358,2309
54.6492,2219
54.6502,2136
54.6552,2037
54.6917,1952
54.6927,1873
54.6937,1799
54.6957,1741
54.6957,1681
54.7245,1638
54.7257,1606
54.7394,1568
54.7394,1548
54.7404,1526
54.7414,1522
54.7567,1529
54.7567,1528
54.7671,1543
54.7751,1564
54.7871,1590
54.7871,1626
54.7901,1653
54.8071,1696
54.8131,1739
54.8379,1776
54.8379,1811
54.8389,1835
54.8821,1865
54.8831,1889
54.8841,1895
54.8851,1910
54.8861,1911
54.8871,1916
54.9042,1915
